0.92532325,0.9688922,0.44238174,0.958185,0.25237375,0.9934893,0.97737765,0.4864642,0.3306111,0.048245728,0.19163948,0.0941993,0.014280319,0.36150253,0.52163357,0.42386627,0.786126,0.06314099,0.57922477,0.0046055913,0.8249977,0.7510256,0.44381815,0.23424387,0.4828543,0.85059094,0.47060007,0.18446809,0.38607687,0.51879
0.84947443,0.7227946,0.8581962,0.15112007,0.20378298,0.92963046,0.5848552,0.15194696,0.71283185,0.8002923,0.94318706,0.46233833,0.3715713,0.8003763,0.061059415,0.11018664,0.31155223,0.41901487,0.8991922,0.474289,0.5497179,0.50961274,0.73151314,0.022595346,0.008992672,0.88352835,0.68490046,0.49602294,0.27345568,0.43140864
0.16543448,0.12966067,0.8606988,0.48264605,0.2993272,0.8150811,0.07746494,0.3095081,0.035819054,0.65868866,0.9876653,0.6632976,0.45766807,0.24504274,0.08332366,0.16047776,0.6116606,0.89999676,0.780968,0.77270436,0.874228,0.21102315,0.44367486,0.81243795,0.40126848,0.11159927,0.78069496,0.7321736,0.55028427,0.5989811
0.9337908,0.99786353,0.6087001,0.021702409,0.50667137,0.87398773,0.59462273,0.25192428,0.1189096,0.427732,0.023334801,0.6211783,0.60929656,0.5722771,0.14062172,0.4345755,0.8196649,0.81433475,0.3268714,0.14228886,0.45587862,0.22943187,0.8661386,0.80779,0.048123717,0.38135546,0.57254124,0.60528153,0.67117494,0.6415198
0.47108907,0.45499086,0.19339472,0.002359569,0.768086,0.08108103,0.21041548,0.75934285,0.22249013,0.2851169,0.9984626,0.7426286,0.077056825,0.8661527,0.25890744,0.38617826,0.33787107,0.70005083,0.7888508,0.24430972,0.14224923,0.09471381,0.6243888,0.40891433,0.5453408,0.7592262,0.48890924,0.09114319,0.43059748,0.9238219
0.31661975,0.7462054,0.6322308,0.2000857,0.1929704,0.016566277,0.3006069,0.3184706,0.6932708,0.31543422,0.17411709,0.58028966,0.44630998,0.5777837,0.701414,0.63667345,0.8919865,0.9696841,0.92215693,0.4960522,0.9347971,0.70843244,0.02681923,0.66862047,0.26557404,0.5365875,0.51905847,0.30070674,0.98231083,0.3837582
0.66814685,0.519341,0.1905877,0.8028309,0.3126359,0.9985812,0.111447155,0.48475957,0.23654288,0.74091,0.92914736,0.53126174,0.04078263,0.021487653,0.93573624,0.8315459,0.25833088,0.41808534,0.18965298,0.3719548,0.07283127,0.40861017,0.8205328,0.2711926,0.38630265,0.49036592,0.6541253,0.83426136,0.7096488,0.5052989
0.0749405,0.6516677,0.81532925,0.45381135,0.018223286,0.3237781,0.7684507,0.6722563,0.91857475,0.49094218,0.64243394,0.72756577,0.024560928,0.61633617,0.30819893,0.653828,0.10466379,0.15918553,0.36947966,0.39288056,0.5607632,0.040525258,0.8875823,0.19258648,0.8749346,0.43198782,0.6108772,0.71653116,0.14077485,0.07093215
0.18995976,0.19712311,0.87192357,0.34383684,0.33923256,0.8558752,0.99125355,0.9961861,0.1982817,0.2709406,0.7407985,0.3736204,0.67860574,0.40940154,0.52444977,0.8190687,0.35788482,0.69256383,0.41547334,0.12771082,0.33806378,0.024469912,0.19479686,0.57035923,0.32619047,4.6426058E-4,0.50274307,0.85122865,0.26746804,0.103043616
0.6085039,0.77375025,0.9757196,0.1811198,0.7533592,0.2943722,0.0129419565,0.7565684,0.28376555,0.8860832,0.29046774,0.084507406,0.34041572,0.6882369,0.5512261,0.55275327,0.6437725,0.15531737,0.6755701,0.09855354,0.5531058,0.84333944,0.090132594,0.26985943,0.6655257,0.48805934,0.9863159,0.30254447,0.55785936,0.6740996
0.4365704,0.82820576,0.10453069,0.5991444,0.2749563,0.28922242,0.07906318,0.77382225,0.054119885,0.80395055,0.36876553,0.9276755,0.85238224,0.59627354,0.20801365,0.017259777,0.8588936,0.44681102,0.9248871,0.54708934,0.76663154,0.22013783,0.061445236,0.5516269,0.13542718,0.9212338,0.5854626,0.5712337,0.21131676,0.99854887
0.67992395,0.9519763,0.6936034,0.5696298,0.1480807,0.36410242,0.69444954,0.74293673,0.3815915,0.7631332,0.53311795,0.35664123,0.6355185,0.19779122,0.021768212,0.87780535,0.7681885,0.1279279,0.8337566,0.29500693,0.8207117,0.87139964,0.2785598,0.0014216304,0.7179833,0.71025103,0.047757804,0.5764457,0.811093,0.20301849
0.030099452,0.22062892,0.9941762,0.6614988,0.23479497,0.33507872,0.2139374,0.23760766,0.90321314,0.33232647,0.5475454,0.95026195,0.5506196,0.45626295,0.8076701,0.4754818,0.5601032,0.92513084,0.19854534,0.97765267,0.9771642,0.61030936,0.7036656,0.41928583,0.83045787,0.256963,0.1467647,0.03445238,0.96491206,0.7384119
